Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
vnnGIf,Herbert,Billingsly,Male,56,Mongolia,Jubail Airport,SA,Saudi Arabia,AS,Asia,2/13/2022,QJB,Herbert Billingsly,Delayed
x6rnf2,Aprilette,Veysey,Female,13,Thailand,Trona Airport,US,United States,NAM,North America,5/28/2022,TRH,Aprilette Veysey,Cancelled
qaXOZb,Biddy,Rief,Female,89,Vietnam,Kribi Airport,CM,Cameroon,AF,Africa,1/13/2022,KBI,Biddy Rief,On Time
IT0YA7,Brunhilda,Davley,Female,16,Indonesia,Black Tickle Airport,CA,Canada,NAM,North America,2/12/2022,YBI,Brunhilda Davley,Delayed
Seo22L,Artair,Ondrich,Male,73,Indonesia,Pakhokku Airport,MM,Myanmar,AS,Asia,5/12/2022,PKK,Artair Ondrich,Delayed
vmT9g3,Marylinda,Gussie,Female,15,Poland,Khovd Airport,MN,Mongolia,AS,Asia,10/13/2022,HVD,Marylinda Gussie,Cancelled
Xh51tj,Gabrila,Speedin,Female,88,Portugal,Rostock-Laage Airport,DE,Germany,EU,Europe,8/23/2022,RLG,Gabrila Speedin,On Time
VWmlhx,Pavlov,Hadye,Male,82,Brazil,Mecheria Airport,DZ,Algeria,AF,Africa,5/12/2022,MZW,Pavlov Hadye,Cancelled
LNOgld,Heath,Lackmann,Male,75,China,Shuswap Regional Airport,CA,Canada,NAM,North America,10/5/2022,YSN,Heath Lackmann,On Time
rtn9jM,Michele,Olenchenko,Male,75,Russia,Grumman Bethpage Airport,US,United States,NAM,North America,8/21/2022,BPA,Michele Olenchenko,On Time
2hpdO9,Mischa,Caulwell,Male,36,Mexico,Canefield Airport,DM,Dominica,NAM,North America,5/19/2022,DCF,Mischa Caulwell,Delayed
xLsgtq,Carlota,Llewhellin,Female,37,China,Sultan Khairun Babullah Airport,ID,Indonesia,AS,Asia,5/11/2022,TTE,Carlota Llewhellin,Cancelled
wbG9e2,Edlin,Theobald,Male,70,Poland,El Dorado International Airport,CO,Colombia,SAM,South America,3/12/2022,BOG,Edlin Theobald,On Time
Aaf4yi,Sheridan,Casino,Male,13,Ukraine,Fuerte Olimpo Airport,PY,Paraguay,SAM,South America,7/21/2022,OLK,Sheridan Casino,Delayed
0RllrP,Isidor,Rundall,Male,54,Peru,Geraldton Greenstone Regional Airport,CA,Canada,NAM,North America,7/28/2022,YGQ,Isidor Rundall,Cancelled
cjbR6l,Heywood,Bisp,Male,40,Indonesia,Bar Yehuda Airfield,IL,Israel,AS,Asia,11/14/2022,MTZ,Heywood Bisp,On Time
OJ40dA,Allx,Fretter,Female,80,Brazil,Brandon Municipal Airport,CA,Canada,NAM,North America,4/14/2022,YBR,Allx Fretter,Cancelled
y6iGs6,Domenico,Cadman,Male,39,Ukraine,Rijeka Airport,HR,Croatia,EU,Europe,4/27/2022,RJK,Domenico Cadman,Cancelled
fBsNuG,Tansy,Symons,Female,48,Indonesia,Lebanon Municipal Airport,US,United States,NAM,North America,5/23/2022,LEB,Tansy Symons,Delayed
wFeO35,Con,Kaine,Male,85,Yemen,Valcheta Airport,AR,Argentina,SAM,South America,10/23/2022,VCF,Con Kaine,On Time
TZPqnL,Felizio,Kevern,Male,64,Russia,Futuna Airport,VU,Vanuatu,OC,Oceania,9/4/2022,FTA,Felizio Kevern,Cancelled
zuvooK,Valle,Christoforou,Male,29,Benin,Nyngan Airport,AU,Australia,OC,Oceania,1/14/2022,NYN,Valle Christoforou,On Time
Zlsjqw,Sydney,MacGhee,Male,90,Guatemala,El Petén Airport,GT,Guatemala,NAM,North America,5/5/2022,TKM,Sydney MacGhee,On Time
426yyK,Ikey,Dowty,Male,12,China,Talakan Airport,RU,Russian Federation,EU,Europe,6/12/2022,TLK,Ikey Dowty,On Time
6Y0FZe,Fairleigh,Hagger,Male,46,China,Amos/Magny Airport,CA,Canada,NAM,North America,4/18/2022,YEY,Fairleigh Hagger,On Time
e058CX,Arlee,Levine,Female,12,China,Hutchinson County Airport,US,United States,NAM,North America,7/3/2022,BGD,Arlee Levine,On Time
vGOv3o,Neal,Kulver,Male,69,Thailand,Kaitaia Airport,NZ,New Zealand,OC,Oceania,4/24/2022,KAT,Neal Kulver,Delayed
ZyoxBc,Terri,Palle,Female,68,Poland,Okmulgee Regional Airport,US,United States,NAM,North America,7/15/2022,OKM,Terri Palle,On Time
Fasj1x,Lorilyn,Annion,Female,17,China,Kalbarri Airport,AU,Australia,OC,Oceania,5/29/2022,KAX,Lorilyn Annion,On Time
aogYWd,Vernen,Ivakhnov,Male,90,China,Mullewa Airport,AU,Australia,OC,Oceania,9/10/2022,MXU,Vernen Ivakhnov,Delayed
4NFJfo,Rufus,Bernardini,Male,57,Peru,Elkhart Municipal Airport,US,United States,NAM,North America,11/29/2022,EKI,Rufus Bernardini,Cancelled
ZYCfyO,Dorothea,Rogister,Female,45,Sweden,Osijek Airport,HR,Croatia,EU,Europe,6/24/2022,OSI,Dorothea Rogister,On Time
Sjt3GB,Myrtie,MacScherie,Female,41,Laos,Pune Airport,IN,India,AS,Asia,2/19/2022,PNQ,Myrtie MacScherie,On Time
AFH4wB,Carley,Gowers,Female,19,Poland,Dien Bien Phu Airport,VN,Viet Nam,AS,Asia,8/19/2022,DIN,Carley Gowers,Delayed
1fOagM,Flin,Bordone,Male,87,Philippines,Leinster Airport,AU,Australia,OC,Oceania,8/21/2022,LER,Flin Bordone,Delayed
TtHhBl,West,Kernermann,Male,86,Norway,Valle Airport,US,United States,NAM,North America,5/19/2022,VLE,West Kernermann,Cancelled
Z6AUHY,Brien,Gatherer,Male,22,Poland,Etadunna Airport,AU,Australia,OC,Oceania,4/26/2022,ETD,Brien Gatherer,On Time
Eg2XKv,Ephrayim,Bedford,Male,6,China,Kasenga Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,10/16/2022,KEC,Ephrayim Bedford,On Time
EdE25t,Kaitlin,Gaven,Female,30,Sao Tome and Principe,Wabush Airport,CA,Canada,NAM,North America,9/6/2022,YWK,Kaitlin Gaven,Cancelled
sXLYBV,Tobe,Torrejon,Female,12,Brazil,Schefferville Airport,CA,Canada,NAM,North America,4/5/2022,YKL,Tobe Torrejon,Cancelled
iTEytl,Trudey,Wagge,Female,7,Poland,Kalaupapa Airport,US,United States,NAM,North America,4/27/2022,LUP,Trudey Wagge,On Time
ffzpvV,Gene,Cottham,Male,56,Philippines,Victoria Harbour Seaplane Base,CA,Canada,NAM,North America,1/12/2022,YWH,Gene Cottham,Delayed
Y6UXKx,Seline,Garvill,Female,30,Philippines,Columbus Lowndes County Airport,US,United States,NAM,North America,1/13/2022,UBS,Seline Garvill,Cancelled
YxzFXA,Neil,McCory,Male,54,Portugal,Centralia Municipal Airport,US,United States,NAM,North America,3/24/2022,ENL,Neil McCory,Cancelled
sTJQEz,Burty,Blurton,Male,33,China,Mariupol International Airport,UA,Ukraine,EU,Europe,8/9/2022,MPW,Burty Blurton,On Time
Suny9v,Mead,Syer,Male,79,Venezuela,Jiayuguan Airport,CN,China,AS,Asia,5/29/2022,JGN,Mead Syer,On Time
HmBlDz,Adair,Spurman,Male,69,China,Grabtsevo Airport,RU,Russian Federation,EU,Europe,10/26/2022,KLF,Adair Spurman,Delayed
XRlQwE,Elana,Heisham,Female,23,Greece,Gällivare Airport,SE,Sweden,EU,Europe,5/21/2022,GEV,Elana Heisham,Delayed
uIBDPf,Bryna,Monson,Female,24,Poland,João Durval Carneiro Airport,BR,Brazil,SAM,South America,1/25/2022,FEC,Bryna Monson,On Time
iaGNot,Cordy,Plenderleith,Male,79,Sweden,Talasea Airport,PG,Papua New Guinea,OC,Oceania,7/7/2022,TLW,Cordy Plenderleith,On Time
4UVJoj,Ransell,Evins,Male,2,Russia,Augusto C. Sandino (Managua) International Airport,NI,Nicaragua,NAM,North America,2/2/2022,MGA,Ransell Evins,Delayed
xnbJeO,Chris,Body,Female,35,Sweden,University of Oklahoma Westheimer Airport,US,United States,NAM,North America,1/26/2022,OUN,Chris Body,On Time
JiaR1E,Virginie,Vaneev,Female,85,France,Sepulot Airport,MY,Malaysia,AS,Asia,11/1/2022,SPE,Virginie Vaneev,Cancelled
QZOIAH,Cos,Donnel,Male,29,Indonesia,Weeze Airport,DE,Germany,EU,Europe,2/13/2022,NRN,Cos Donnel,On Time
3dVNiZ,Averell,Shellsheere,Male,16,Albania,Moro Airport,PG,Papua New Guinea,OC,Oceania,5/11/2022,MXH,Averell Shellsheere,Cancelled
AlRBVW,Isador,Darrow,Male,39,Peru,Abingdon Downs Airport,AU,Australia,OC,Oceania,5/3/2022,ABG,Isador Darrow,On Time
ayCPy1,Linnell,Peepall,Female,65,China,Swift Current Airport,CA,Canada,NAM,North America,9/24/2022,YYN,Linnell Peepall,Delayed
BcxpgW,Jedidiah,Gercken,Male,19,Venezuela,Friedman Memorial Airport,US,United States,NAM,North America,2/26/2022,SUN,Jedidiah Gercken,Delayed
MnTHQV,Serge,Bendon,Male,51,China,Senanga Airport,ZM,Zambia,AF,Africa,2/13/2022,SXG,Serge Bendon,Delayed
6DqAX8,Fernando,Stuckes,Male,61,Mali,RAF Lyneham,GB,United Kingdom,EU,Europe,8/27/2022,LYE,Fernando Stuckes,Cancelled
Rrgvs0,Joni,Rays,Female,18,Palestinian Territory,Hazyview Airport,ZA,South Africa,AF,Africa,7/18/2022,HZV,Joni Rays,Delayed
MzobWY,Cloris,Cunradi,Female,57,United Kingdom,Waterloo Regional Airport,US,United States,NAM,North America,10/13/2022,ALO,Cloris Cunradi,On Time
9mjraV,Anna-maria,Voyce,Female,19,Philippines,Wilwal International Airport,ET,Ethiopia,AF,Africa,6/24/2022,JIJ,Anna-maria Voyce,Cancelled
xncVFb,Earlie,Pideon,Male,74,Russia,Jasper Airport,CA,Canada,NAM,North America,1/27/2022,YJA,Earlie Pideon,On Time
w653Jp,Patten,Merle,Male,42,China,Biała Podlaska Airfield,PL,Poland,EU,Europe,11/3/2022,BXP,Patten Merle,On Time
HgvA65,Lilla,Rowden,Female,13,Denmark,St Paul Island Airport,US,United States,NAM,North America,7/9/2022,SNP,Lilla Rowden,Delayed
cRox4v,Gwendolyn,Jacobowicz,Female,83,Afghanistan,Salt Lake City International Airport,US,United States,NAM,North America,4/24/2022,SLC,Gwendolyn Jacobowicz,On Time
eW5IOw,Carolynn,Blakeslee,Female,72,Dominican Republic,Wana Airport,PK,Pakistan,AS,Asia,6/25/2022,WAF,Carolynn Blakeslee,Cancelled
Y7u9Fj,Clio,Rainford,Female,35,Indonesia,Nevatim Air Base,IL,Israel,AS,Asia,6/20/2022,VTM,Clio Rainford,Delayed
YHFM0c,Tann,Lever,Male,27,Armenia,Abel Santamaria Airport,CU,Cuba,NAM,North America,10/8/2022,SNU,Tann Lever,Cancelled
9gY9TB,Devina,Lukehurst,Female,16,Peru,Barcelona International Airport,ES,Spain,EU,Europe,10/12/2022,BCN,Devina Lukehurst,Delayed
AWVSub,Worden,Patkin,Male,72,Dominican Republic,Battambang Airport,KH,Cambodia,AS,Asia,12/16/2022,BBM,Worden Patkin,On Time
ohyiuN,Tammy,Blachford,Female,49,North Korea,Aseki Airport,PG,Papua New Guinea,OC,Oceania,2/18/2022,AEK,Tammy Blachford,Delayed
btHnh8,Tam,Maysor,Male,49,Indonesia,Vila Real Airport,PT,Portugal,EU,Europe,5/30/2022,VRL,Tam Maysor,On Time
oQ85WQ,Dorella,Nund,Female,75,China,Jacquinot Bay Airport,PG,Papua New Guinea,OC,Oceania,6/26/2022,JAQ,Dorella Nund,Cancelled
OvhiLk,Shaun,Doni,Female,75,Bangladesh,Tibooburra Airport,AU,Australia,OC,Oceania,2/20/2022,TYB,Shaun Doni,Delayed
TyoL0R,Octavius,Giblin,Male,87,France,Mountain Village Airport,US,United States,NAM,North America,8/9/2022,MOU,Octavius Giblin,On Time
IdcJbf,Anastassia,Stoggles,Female,49,Indonesia,Thumrait Air Base,OM,Oman,AS,Asia,4/9/2022,TTH,Anastassia Stoggles,Delayed
vVKNyc,Durand,Mitchelhill,Male,14,Kazakhstan,Jorge Chávez International Airport,PE,Peru,SAM,South America,4/14/2022,LIM,Durand Mitchelhill,Delayed
yNxNl8,Lorene,Trustram,Female,13,France,Carutapera Airport,BR,Brazil,SAM,South America,10/16/2022,CTP,Lorene Trustram,Cancelled
U43yJs,Vitia,Cobbled,Female,25,Denmark,Robertson Airport,ZA,South Africa,AF,Africa,10/22/2022,ROD,Vitia Cobbled,Delayed
PFyHuc,Simeon,Gallanders,Male,7,China,Potchefstroom Airport,ZA,South Africa,AF,Africa,10/14/2022,PCF,Simeon Gallanders,Cancelled
DKLqwt,Bridget,Dmitriev,Female,3,Sweden,Nantes Atlantique Airport,FR,France,EU,Europe,9/26/2022,NTE,Bridget Dmitriev,Cancelled
j15iJK,Cortie,Prestwich,Male,23,Slovenia,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,United States,NAM,North America,2/3/2022,MML,Cortie Prestwich,On Time
BTvoJ7,Wilt,Reames,Male,3,China,RAF Wyton,GB,United Kingdom,EU,Europe,7/28/2022,QUY,Wilt Reames,On Time
rHLsmo,Myrtie,Foystone,Female,3,Poland,Mendi Airport,ET,Ethiopia,AF,Africa,6/15/2022,NDM,Myrtie Foystone,On Time
vHbj13,Mollie,O'Regan,Female,59,Indonesia,Wipim Airport,PG,Papua New Guinea,OC,Oceania,12/9/2022,WPM,Mollie O'Regan,Delayed
bPbo32,Carry,Hanbury,Female,29,China,Wanxian Airport,CN,China,AS,Asia,7/8/2022,WXN,Carry Hanbury,On Time
JSq0Np,Sallyann,Jarad,Female,23,Japan,Lauro Carneiro de Loyola Airport,BR,Brazil,SAM,South America,11/24/2022,JOI,Sallyann Jarad,Cancelled
OFXq2G,Dylan,Lear,Male,59,Brazil,Broken Hill Airport,AU,Australia,OC,Oceania,1/2/2022,BHQ,Dylan Lear,On Time
OnFLJP,Joey,Carpmile,Male,69,Portugal,Kota Airport,IN,India,AS,Asia,10/22/2022,KTU,Joey Carpmile,On Time
oF76yX,Kissie,Joire,Female,89,Bangladesh,Igiugig Airport,US,United States,NAM,North America,10/31/2022,IGG,Kissie Joire,Delayed
ZLTOMP,Kassia,Demetr,Female,33,Indonesia,Sangir Airport,ID,Indonesia,AS,Asia,6/9/2022,SAE,Kassia Demetr,On Time
nqd3hZ,Mason,Pineaux,Male,14,China,Westerly State Airport,US,United States,NAM,North America,4/1/2022,WST,Mason Pineaux,Delayed
ycwwy4,Flossy,Brogan,Female,38,Mongolia,Lethem Airport,GY,Guyana,SAM,South America,7/27/2022,LTM,Flossy Brogan,Delayed
vSBKbs,Titus,Meecher,Male,18,Mozambique,Rugao Air Base,CN,China,AS,Asia,4/9/2022,RUG,Titus Meecher,On Time
X0basI,Mariann,Moogan,Female,90,Philippines,São Miguel do Oeste Airport,BR,Brazil,SAM,South America,6/2/2022,SQX,Mariann Moogan,On Time
mPAgdt,Caria,Risdall,Female,50,Albania,Bandeirantes Airport,BR,Brazil,SAM,South America,10/23/2022,0,Caria Risdall,Delayed
Fw4YWz,Kayle,Perrigo,Female,44,Yemen,Phu Cat Airport,VN,Viet Nam,AS,Asia,2/19/2022,UIH,Kayle Perrigo,Delayed
fYtRlz,Otis,Scotti,Male,46,China,Oriximiná Airport,BR,Brazil,SAM,South America,5/25/2022,ORX,Otis Scotti,Cancelled
nmPFe7,Othelia,Lichfield,Female,71,Russia,Governor's Harbour Airport,BS,Bahamas,NAM,North America,6/23/2022,GHB,Othelia Lichfield,On Time
S9UgjE,Padget,O'Dempsey,Male,35,United States,Bella Union Airport,UY,Uruguay,SAM,South America,4/24/2022,BUV,Padget O'Dempsey,Cancelled
ydvBmF,Kristoffer,Kitchinham,Male,68,Czech Republic,Asaloyeh Airport,IR,"Iran, Islamic Republic of",AS,Asia,6/26/2022,YEH,Kristoffer Kitchinham,Delayed
LmDcfB,Lorrayne,Koppeck,Female,25,Portugal,Mecheria Airport,DZ,Algeria,AF,Africa,11/14/2022,MZW,Lorrayne Koppeck,Delayed
VtPy4E,Gavrielle,Sidsaff,Female,73,Bosnia and Herzegovina,Hermannsburg Airport,AU,Australia,OC,Oceania,8/26/2022,HMG,Gavrielle Sidsaff,Delayed
pNf8cs,Maye,De Zamudio,Female,18,Canada,Dachuan Airport,CN,China,AS,Asia,8/5/2022,DAX,Maye De Zamudio,On Time
KkWh6J,Addie,Clancey,Female,88,Indonesia,Dongji Aiport,CN,China,AS,Asia,5/29/2022,FYJ,Addie Clancey,Cancelled
bXrWFO,Jody,Philpin,Male,34,Thailand,Punta Colorada Airport,MX,Mexico,NAM,North America,10/14/2022,PCO,Jody Philpin,On Time
PolEpe,Palmer,Swindley,Male,34,Portugal,Deer Harbor SPB,US,United States,NAM,North America,12/9/2022,DHB,Palmer Swindley,On Time
hbZeA1,Patty,Golden of Ireland,Male,71,Indonesia,Rawalakot Airport,PK,Pakistan,AS,Asia,12/19/2022,RAZ,Patty Golden of Ireland,On Time
z0PbkL,Vivian,Colicot,Female,4,Indonesia,Sioux Lookout Airport,CA,Canada,NAM,North America,9/29/2022,YXL,Vivian Colicot,Delayed
DhXtV4,Angus,Stobbes,Male,16,China,Quinhagak Airport,US,United States,NAM,North America,11/27/2022,KWN,Angus Stobbes,Delayed
SGXiAU,Brose,Vinten,Male,83,Indonesia,Tengchong Tuofeng Airport,CN,China,AS,Asia,8/30/2022,TCZ,Brose Vinten,On Time
OmWNSh,Horton,Yakunin,Male,81,China,Rabat-Salé Airport,MA,Morocco,AF,Africa,2/20/2022,RBA,Horton Yakunin,On Time
tOB071,Bernardo,Andreasen,Male,42,Philippines,Lučenec Airport,SK,Slovakia,EU,Europe,6/11/2022,LUE,Bernardo Andreasen,On Time
WZuWIk,Lorene,Andrault,Female,78,Canada,Mendeleyevo Airport,RU,Russian Federation,AS,Asia,4/6/2022,DEE,Lorene Andrault,Cancelled
XNIyNH,Brooks,Braben,Female,79,Lithuania,Mahshahr Airport,IR,"Iran, Islamic Republic of",AS,Asia,12/3/2022,MRX,Brooks Braben,Delayed
jVxEq0,Andrea,Boutellier,Female,67,Mongolia,Alexander Bay Airport,ZA,South Africa,AF,Africa,7/9/2022,ALJ,Andrea Boutellier,Cancelled
R5sVI1,Luigi,Kidson,Male,14,Serbia,Baie-Johan-Beetz Water Aerodrome,CA,Canada,NAM,North America,10/22/2022,YBJ,Luigi Kidson,Cancelled
7pIVjr,Erin,Quibell,Male,86,China,Lowe AHP (Fort Rucker) Heliport,US,United States,NAM,North America,8/30/2022,LOR,Erin Quibell,Cancelled
XLgaCH,Kingsley,Westmerland,Male,72,Poland,Nambaiyufa Airport,PG,Papua New Guinea,OC,Oceania,4/18/2022,NBA,Kingsley Westmerland,Cancelled
4X1qef,Chip,Deniseau,Male,65,Bangladesh,Warren County Memorial Airport,US,United States,NAM,North America,1/25/2022,RNC,Chip Deniseau,Delayed
jHGJqV,Theobald,Posen,Male,79,France,Monywar Airport,MM,Myanmar,AS,Asia,1/16/2022,NYW,Theobald Posen,Delayed
vJyFud,Luther,Guise,Male,84,China,Kelafo East Airport,ET,Ethiopia,AF,Africa,2/26/2022,LFO,Luther Guise,On Time
k9sggu,Constantia,Morison,Female,45,Venezuela,Hartness State (Springfield) Airport,US,United States,NAM,North America,10/5/2022,VSF,Constantia Morison,On Time
tr6A7R,Asa,Wale,Male,5,Indonesia,Vladivostok International Airport,RU,Russian Federation,AS,Asia,11/15/2022,VVO,Asa Wale,Cancelled
r4NBOd,Clemens,Allington,Male,45,Colombia,Sumter Airport,US,United States,NAM,North America,11/20/2022,SUM,Clemens Allington,Delayed
iXiI9E,Broddy,Kelberer,Male,61,Russia,Kuressaare Airport,EE,Estonia,EU,Europe,10/23/2022,URE,Broddy Kelberer,On Time
ww1eTH,Thorstein,Verecker,Male,82,Russia,Ahmed Al Jaber Air Base,KW,Kuwait,AS,Asia,11/11/2022,XIJ,Thorstein Verecker,Delayed
LPBIqO,Odelinda,Patrick,Female,42,Russia,Larisa Airport,GR,Greece,EU,Europe,7/14/2022,LRA,Odelinda Patrick,Delayed
CradlQ,Gregorio,Earle,Male,37,Peru,Tho Xuan Airport,VN,Viet Nam,AS,Asia,11/8/2022,THD,Gregorio Earle,On Time
enS6Qk,Peirce,Pandya,Male,63,Mongolia,Kasonombe Airport,PG,Papua New Guinea,OC,Oceania,2/3/2022,KSB,Peirce Pandya,On Time
BEafjp,Marlo,Walwood,Female,52,Russia,Memphis International Airport,US,United States,NAM,North America,12/13/2022,MEM,Marlo Walwood,Delayed
ocvm4f,Whitney,McTerlagh,Female,66,Macedonia,Banfora Airport,BF,Burkina Faso,AF,Africa,10/8/2022,BNR,Whitney McTerlagh,On Time
fo5svk,Terri-jo,Pestridge,Female,36,Philippines,Wapekeka Airport,CA,Canada,NAM,North America,10/20/2022,YAX,Terri-jo Pestridge,Delayed
VhTwHG,Darius,Huntly,Male,16,Indonesia,Blaise Diagne International Airport,SN,Senegal,AF,Africa,11/5/2022,DSS,Darius Huntly,Cancelled
SEThgM,Lombard,Rapp,Male,40,Brazil,Rebun Airport,JP,Japan,AS,Asia,12/22/2022,RBJ,Lombard Rapp,Cancelled
3PydpV,Gaven,Goney,Male,43,Philippines,Theda Station Airport,AU,Australia,OC,Oceania,2/21/2022,TDN,Gaven Goney,Delayed
JRSc27,Erena,Pepperd,Female,66,Russia,Akieni Airport,GA,Gabon,AF,Africa,4/21/2022,AKE,Erena Pepperd,Delayed
wiV7Yb,Bax,Ould,Male,24,Venezuela,Port Moller Airport,US,United States,NAM,North America,12/24/2022,PML,Bax Ould,Cancelled
UP14Wj,Braden,Eteen,Male,2,Ivory Coast,Gardo Airport,SO,Somalia,AF,Africa,3/14/2022,GSR,Braden Eteen,Delayed
4t9AmH,Alisa,Dillintone,Female,70,Thailand,Crossville Memorial Whitson Field,US,United States,NAM,North America,3/7/2022,CSV,Alisa Dillintone,On Time
fhD57Z,Jordan,Fierman,Female,11,Sri Lanka,Yoshkar-Ola Airport,RU,Russian Federation,EU,Europe,3/30/2022,JOK,Jordan Fierman,On Time
bLpQx8,Orin,Knevet,Male,81,Thailand,Ocean Reef Club Airport,US,United States,NAM,North America,6/22/2022,OCA,Orin Knevet,Delayed
esGRRh,Hakeem,Vidler,Male,76,Belarus,Dourados Airport,BR,Brazil,SAM,South America,2/24/2022,DOU,Hakeem Vidler,Delayed
OnxNd7,Cassie,Sudran,Male,35,Morocco,South Molle Island Helipad,AU,Australia,OC,Oceania,12/21/2022,SOI,Cassie Sudran,Delayed
AtPMXD,Gabrila,Dorn,Female,86,Russia,Skövde Airport,SE,Sweden,EU,Europe,9/20/2022,KVB,Gabrila Dorn,Delayed
dcwNBk,Jeniffer,Obispo,Female,37,China,Odienne Airport,CI,Côte d'Ivoire,AF,Africa,12/28/2022,KEO,Jeniffer Obispo,Delayed
VAzgGu,Nance,Fildes,Female,83,Russia,Bronson Creek Airport,CA,Canada,NAM,North America,4/24/2022,YBM,Nance Fildes,Delayed
oI5PX2,Cloe,Durtnall,Female,23,Colombia,Hachijojima Airport,JP,Japan,AS,Asia,2/20/2022,HAC,Cloe Durtnall,Delayed
NLCKED,Dinny,Sibbit,Female,4,Philippines,Mount Pleasant Airport,FK,Falkland Islands (Malvinas),SAM,South America,11/11/2022,MPN,Dinny Sibbit,Delayed
jKwtKg,Maryjo,Ollarenshaw,Female,66,Pakistan,Bazhong Enyang Airport,CN,China,AS,Asia,1/20/2022,BZX,Maryjo Ollarenshaw,On Time
bR4Mpp,Matelda,Collymore,Female,54,China,Alejandro Velasco Astete International Airport,PE,Peru,SAM,South America,9/16/2022,CUZ,Matelda Collymore,On Time
gOFlCp,Felicio,McCory,Male,9,Russia,Avu Avu Airport,SB,Solomon Islands,OC,Oceania,8/23/2022,AVU,Felicio McCory,Delayed
IyE3uz,Devina,Vittet,Female,24,Democratic Republic of the Congo,Maroantsetra Airport,MG,Madagascar,AF,Africa,2/6/2022,WMN,Devina Vittet,Delayed
4l3QX9,Loretta,Weblin,Female,81,China,Pangsuma Airport,ID,Indonesia,AS,Asia,1/17/2022,PSU,Loretta Weblin,On Time
U1YPjM,Alvie,Mitkin,Male,46,Afghanistan,Baudette International Airport,US,United States,NAM,North America,3/5/2022,BDE,Alvie Mitkin,Cancelled
U8dcDH,Magda,Reichelt,Female,17,United States,Nelson Ribeiro Guimarães Airport,BR,Brazil,SAM,South America,3/17/2022,CLV,Magda Reichelt,Cancelled
PskI8w,Alaine,Ace,Female,39,Croatia,Coventry Airport,GB,United Kingdom,EU,Europe,6/21/2022,CVT,Alaine Ace,On Time
Ac2Ks4,Clareta,Darinton,Female,66,China,Ioannina Airport,GR,Greece,EU,Europe,12/30/2022,IOA,Clareta Darinton,Delayed
JQnFAg,Giorgia,Cullotey,Female,48,China,Boundji Airport,CG,Congo,AF,Africa,4/16/2022,BOE,Giorgia Cullotey,Delayed
ARcFWT,Shalne,Malinowski,Female,12,Greece,Apple Valley Airport,US,United States,NAM,North America,4/13/2022,APV,Shalne Malinowski,Cancelled
vKaRxo,Joice,Blakeway,Female,69,Pakistan,Amook Bay Seaplane Base,US,United States,NAM,North America,4/30/2022,AOS,Joice Blakeway,On Time
2a7gnK,Kathy,Marikhin,Female,25,Indonesia,Thornhill Air Base,ZW,Zimbabwe,AF,Africa,2/5/2022,GWE,Kathy Marikhin,Cancelled
59pf7f,Herb,Elnough,Male,81,Bosnia and Herzegovina,Fort St John Airport,CA,Canada,NAM,North America,1/11/2022,YXJ,Herb Elnough,On Time
cVI06v,Muffin,Vanyard,Male,59,Portugal,Nanded Airport,IN,India,AS,Asia,3/21/2022,NDC,Muffin Vanyard,On Time
56YqzS,Glyn,Bruins,Male,39,Russia,Rajkot Airport,IN,India,AS,Asia,1/20/2022,RAJ,Glyn Bruins,Cancelled
nKf8mA,Jena,Eck,Female,85,Niger,Playa Baracoa Airport,CU,Cuba,NAM,North America,5/31/2022,UPB,Jena Eck,Cancelled
6Syr2f,Reube,Biddell,Male,71,Philippines,Solomon Airport,AU,Australia,OC,Oceania,8/7/2022,SLJ,Reube Biddell,Cancelled
XYhULH,Sylvan,Meo,Male,24,Russia,Wasu Airport,PG,Papua New Guinea,OC,Oceania,8/14/2022,WSU,Sylvan Meo,On Time
R03z6l,Patty,Zoppie,Female,42,Russia,Point Salines International Airport,GD,Grenada,NAM,North America,10/25/2022,GND,Patty Zoppie,Cancelled
NsnthG,Averyl,Galia,Female,39,Brazil,Araçatuba Airport,BR,Brazil,SAM,South America,3/4/2022,ARU,Averyl Galia,Delayed
gMUwrr,Crin,Chevis,Female,11,China,Viracopos International Airport,BR,Brazil,SAM,South America,10/5/2022,VCP,Crin Chevis,Cancelled
ldcF7d,Farly,Arnet,Male,31,France,Blosser Municipal Airport,US,United States,NAM,North America,8/15/2022,CNK,Farly Arnet,On Time
OcipjM,Frankie,Spurway,Male,84,Haiti,Boolgeeda,AU,Australia,OC,Oceania,9/7/2022,OCM,Frankie Spurway,On Time
EA2Uel,Ebenezer,Alyonov,Male,14,Brazil,Mendi Airport,ET,Ethiopia,AF,Africa,6/17/2022,NDM,Ebenezer Alyonov,Cancelled
